,EVF,Etiqueta
8753,seguir cortar la luz,True
8754,poder pagar esos servicios,False
8755,seguis cortar la luz,True
8756,haber cortar la luz,True
8757,habia cortar la luz,True
8758,poder pagar las facturas,False
8759,dejar apagar la luz,True
8760,andar apagar la luz,True
8761,ser asiapaguemos la luz,False
8762,haber crear un monstruo,True
8763,poder hacer una fiesta,False
8764,haber apagar la luz,True
8765,seguir dañar las vainas,True
8766,haber colocar la luz,True
8767,haber vender la idea,False
8768,poder ver un juego,False
8769,haber quitar la luz,True
8770,estan cubrir las movilizaciones,False
8771,haber sacar la madre,True
8772,querer saquear un local,False
8773,ser sacarle la madre,True
8774,seguir hacer el ridiculo,False
8775,querer mentar la madre,True
8776,poder mentar la madre,True
8777,estar gritar el gol,True
8778,seguir mentar la madre,True
8779,estaran mentar la madre,True
8780,haber mentar la madre,True
8781,ser poner un jajaja,False
8782,haber equivocar el camino,False
8783,seguir meter el ojo,True
8784,estan hacer su trabajo,False
8785,haber acreditar el pueblo,False
8786,emigrar sentir el corazon,False
8787,haber rotar el corazon,False
8788,seguir hacer el muñeco,True
8789,hacer perder los papeles,True
8790,haber perder los papeles,True
8791,haber hacer el gobernador,False
8792,poder correr esta mañana,False
8793,haber lograr sus compromisos,False
8794,haber levantar el telefono,False
8795,andar agarrandar el gusto,True
8796,estan dar el golpe,True
8797,habras agarrado el gusto,True
8798,ir tener el poder,False
8799,seguir meter la pata,True
8800,acabar meter la pata,True
8801,haber meter la pata,True
8802,deber tener una linea,False
8803,haber decir ese exabrupto,False
8804,querer pegar un tiro,False
8805,estan buscar una ley,True
8806,ser negar la entrada,False
8807,poder dejar el pelero,True
8808,haber leido el sueño,False
8809,habian matar la perra,True
8810,chantajear imponer la violencia,False
8811,haberte sacar la piedra,True
8812,poder regresar un video,True
8813,estar pilar la mayoria,True
8814,estar pilar esta noche,True
8815,estar pilar los lunes,True
8816,haber quitar bastantes ganas,False
8817,estan exportar su socialismo,False
8818,haber pedir el helicoptero,False
8819,estar poner las pilas,True
8820,estara poner las pilas,True
8821,estan poner las pilas,True
8822,dejar reproducir esta playlist,False
8823,poder pasar este semestre,False
8824,haber poner las pilas,True
8825,habia comprar la gente,False
8826,matar destruir la ciudad,True
8827,estar tomar unas fotos,False
8828,estan protestar los indigenas,False
8829,ir poner la torta,True
8830,deber sostener un reguero,False
8831,dejar circular otra vez,True
8832,habia vestir el programa,False
8833,trabajar hacerle una entrevista,False
8834,ser darse un baño,True
8835,estan comer un cablecomo,True
8836,estar comer un cable,True
8837,estan comer un cable,True
8838,poder dar una relacion,True
8839,haber patear tanta calle,False
8840,poder demorar un tiempo,False
8841,venir pelar el cable,True
8842,andar pelar el ojo,True
8843,haber quebrar un plato,True
8844,ser magistrado el año,False
8845,querer sacar el gato,True
8846,deberia saltar la talanquera,True
8847,seguir robar el show,True
8848,haber robar el show,True
8849,seguir esperar tu debut,False
8850,estan tender la cama,True
8851,ir tender la cama,True
8852,estar tender la cama,True
8853,haber tender la cama,True
8854,deber hacer cualquier ciudadano,False
8855,poder echar los perros,True
8856,andar echar los perros,True
8857,estar echar los perros,True
8858,haber echar los perros,True
8859,poder salir el tiro,False
8860,estan voltear la tortilla,False
8861,estar voltear la tortilla,True
8862,haber causar tanto daño,False
8863,haber voltear la tortilla,True
8864,poder voltearte la tortilla,True
8865,poder caer un palo,True
8866,haber pasar este viernes,False
8867,poder llegar el agua,True
8868,poder lavar la ropa,True
8869,seguir llegar el agua,True
8870,estar llegar el agua,True
8871,hemo recibir ninguna novedad,False
8872,haber llegar el agua,True
8873,poder interrumpir una actividad,False
8874,haber tener mucho sexo,False
8875,haber gustar el sexo,False
8876,estan imponer su ideologia,False
8877,deber asegurar el suministro,False
8878,haber ir el agua,True
8879,ser irse la luz,True
8880,ser reducir las horitas,False
8881,habia guardar el diseño,False
8882,haber ir la luz,True
8883,sentirte todavia mi corazon,False
8884,estar editar un capitulo,False
8885,alquilar balcones santoro,True
8886,comer bizcochuelo d,True
8887,comer bizcochuelo temgo,True
8888,comer bizcochuelo trolos,True
8889,mover don victorcuidado,False
8890,tener dinero nisiquiera,False
8891,parar bola asi,True
8892,parar bola fuuu,True
8893,trabajar doctor yunda,False
8894,querer atencion chevere,False
8895,das cuenta ensayoooo,False
8896,robar dinero asi,False
8897,tomar fotos asi,False
8898,tuitear idioteces vives,False
8899,jalar bolas nuuuuuu,True
8900,dar arrechera brother,False
8901,dar pena jsjsjdjjs,False
8902,jalar bolas vayance,True
8903,parar bolas chama,True
8904,parar bolas ñooo,True
8905,parar bolas webon,True
8906,echar broma diciendote,True
8907,quedar deliciosas segun,False
8908,poner cachos jodaa,True
8909,monte cachos desbaria,False
8910,montar cachos jakakajaj,True
8911,pegar cachos alfredo,True
8912,pegar cachos jajajajajajaja,True
8913,tener cancha sos,True
8914,dar candela agree,True
8915,dar candela koch,True
8916,darle candela rufian,True
8917,gustar señor yovanny,False
8918,estar candela lpm,True
8919,llorar amigo ud,False
8920,tener concha pedi,True
8921,contratar varones jeje,False
8922,tener concha ps,True
8923,tener exprimidor xd,False
8924,puta madre sueño,False
8925,dar cosa pq,True
8926,dado cosa grabarlomenos,True
8927,dar cosa ajajajajajajajaja,True
8928,darte cosa agos,False
8929,ahorrar gasolina ️,False
8930,dar nota ñerin,True
8931,liberar estres asi,False
8932,tener novia omg,False
8933,hacer cena ️,True
8934,tomar agua sone,True
8935,mamando gallo joda,False
8936,mama gallo mama,False
8937,dar asco televisa,False
8938,dar matarile oh,True
8939,beber alcohol ️,False
8940,tener sexo ️,False
8941,montar cachos ️,True
8942,pinte pajaritos asi,True
8943,hacer tiempo perdi,True
8944,pedir decencia porq,False
8945,tomar medidas jose,False
8946,aclarar cagadas sos,False
8947,dar pata vidal,True
8948,dar pata fc,True
8949,venir elecciones alla,False
8950,subir fotos hot,False
8951,estar pilas lenin,True
8952,dar paja cdo,True
8953,tus caras x,False
8954,salir oras pffff,False
8955,dar asco k,True
8956,echar plomo october,True
8957,quemar policias vivossolo,False
8958,venir d usar,False
8959,habia excusas chavez,False
8960,tener rival pela,False
8961,cabron gracias dios,False
8962,imitar voces metiendote,False
8963,hacer lo mejor tino,False
8964,querer un rayita minima,False
8965,hacer la correspondiente bolita,False
8966,compartir el humilde pavo,True
8967,preparar una cuñada profesional,False
8968,quizas las viejas heridas,False
8969,aplaudir esta deficiente mental,False
8970,dejar todo comodo despues,False
8971,ver mucho puto facha,False
8972,ir publicar esta pendejada,False
8973,fuera creido lo fuerte,False
8974,haber salir el nuevo,False
8975,intentar hacer un bendito,False
8976,haber vivir las ultimas,True
8977,haber dar esta gran,False
8978,estar guindar lo mejor,False
8979,haber vestir lo toxica,False
8980,seguir avanzar esta lleno,False
8981,poder agarrar el celular,False
8982,podra compartir el humilde,False
8983,haber realizar el llamado,False
8984,pretender optimizar algunos apartados,False
8985,estar ver mucho puto,False
8986,haber tener una clara,False
8987,tener agarrado el toro por los cachos,True
8988,tener que cara dura,False
8989,senti como pavo real,False
8990,sentir como pavo real,False
8991,importar que estes hecho,False
8992,saber que juego psicologico,False
8993,tener como pavo real,True
8994,sembrar que tal solo,False
8995,conjugar como verbo pantuflear,False
8996,ser otra victima de este bloqueador,False
8997,parecer una exabrupto de tanta proporcion,False
8998,ser una carta ante la urgencia,False
8999,ser unas faces desde el domingo,False
9000,utilizar la desgracia a su favor,True
9001,ser una paranoia con el trafico,True
9002,ser la pelea de la vida,False
9003,ser el pan de cada dia,True
9004,ser el blanco de un ataque,True
9005,ser las sanciones a su merced,False
9006,ser el corredor por mucho tiempo,False
9007,cojo el gusto a una cancion,True
9008,ser las debilidades de la democracia,False
9009,ser una mentada para mis ganas,False
9010,estar un ratito con mis papas,True
9011,ser un cero a la izquierda,True
9012,ser el agua en esta marcha,True
9013,ser el agua en la oficina,True
9014,haber el viernes en la noche,True
9015,ser la luz en mi casa,True
9016,digerir esto chairos babosos,False
9017,odiar a muerte a la revolución,False
9018,ser al cielo a mi tambien,True
9019,venian en tendencia a la baja,True
9020,enfrentar al regimen en ese campo,False
9021,tener al lado de la tv,True
9022,atacar al heredero de la desgracia,False
9023,entender al negocio de las redes,False
9024,hacer al rededor de las placas,False
9025,llegar a vos por la velocidad,False
9026,repetir por desgracia de nuestra patria,False
9027,tirar del hilo hasta el principio,False
9028,abandonar al resto de su familia,False
9029,demostro en cambio a la bruja,False
9030,ir a plaza de la independencia,False
9031,traer de panita a este continente,False
9032,someter al pueblo mediante la falacia,False
9033,robar con fierro en un barrio,False
9034,parir de mano a un chabon,True
9035,parar de mano contra el sistema,True
9036,falta de respeto a sus pares,False
9037,dejar en paz a la g,False
9038,contribuir al exito con un jingle,False
9039,crecer a traves de los años,False
9040,desplazar a bordo de una motocicleta,False
9041,salir del terminal por un minuto,False
9042,pasar de maraca en sus travesuras,True
9043,pasar en frente de un bar,False
9044,tiras al agua de una distancia,True
9045,tirar al agua de la lluvia,False
9046,festinaban del abuso hacia sus contrarios,False
9047,robar al pueblo con sus precios,False
9048,encontrar sin agua en el sector,False
9049,meter a problemas en las eliminatorias,False
9050,ir de farra con algunos jugadores,False
9051,matar a gente de un tiro,False
9052,perder con honores contra un campeon,False
9053,dar un bañosi habeis,True
9054,desaparecer la version digital,False
9055,defender este procesopero coñó,False
9056,saber todo dios mio,False
9057,tambien la pise jsjsjs,False
9058,tener el tipico guille,True
9059,salio el iphone x,False
9060,criticar el pq apple,False
9061,saco el iphone x,False
9062,citar el sr jorge,False
9063,imaginar un venezuela shore,False
9064,volver estas super rica,False
9065,volvi una maricona loco,False
9066,dejar el chalequeo mame,True
9067,dar un lambe queso,True
9068,merecer un not disappointed,False
9069,cerrar el libro apagas,False
9070,quitar la luznojodaaaaa quitarsela,True
9071,primo la dome cobo,False
9072,darte el golpeun metodologia,False
9073,dame la lata epa,False
9074,descuidar la fiscalia mas,False
9075,vivir la version bonita,False
9076,compartir la hello kitty,True
9077,destrozar los moreno valle,False
9078,comprar unas bath bombs,False
9079,tambien las ad ignorantiam,False
9080,llevar la putisima madre,True
9081,estado a punto de caerme,True
9082,volver a encontrarla en el carro,False
9083,hablar de no a la guerra,False
9084,paso por debajo de la mesa,True
9085,pasar por debajo de la mesa,True
9086,luchar desde dentro con la regla,True
9087,ser por resultados,False
9088,parecer de nevera,False
9089,estar a dieta,True
9090,ser pa largo,True
9091,estar de moda,True
9092,estar de acuerdo,True
9093,ir de blanco,False
9094,dejar de hacerlo,False
9095,ir en busca,True
9096,ser al cerdo,False
9097,ser de rusos,False
9098,ser de sabios,False
9099,ser para invitarte,False
9100,ser por bloque,False
9101,ser a visitarlo,False
9102,ser de gente,False
9103,ser de gustos,False
9104,ser al chino,True
9105,ser a fin,False
9106,estar bajo control,False
9107,saber de futbol,False
9108,ser por violencia,False
9109,poder por razones,False
9110,capitular de enigmas,False
9111,ser con dinero,False
9112,ser de noche,False
9113,estar en forma,True
9114,ser entre abandonos,False
9115,estar de infarto,True
9116,ser del loco,False
9117,ser de centro,False
9118,seguir a gente,False
9119,estar con calor,False
9120,ir a darme,False
9121,ser en serio,True
9122,ser para valorarlo,False
9123,estar por favor,True
9124,ser de 1992,False
9125,acabar de darme,True
9126,ser para chetos,False
9127,estar al borde,True
9128,comenzar a meterle,True
9129,estar en sahagun,True
9130,ser por twitter,False
9131,darme de bomba,True
9132,estar en triage,True
9133,ir a poder,False
9134,dejar de montarme,True
9135,estado a punto,False
9136,ser en tu,False
9137,ser para tarjeta,False
9138,ir a meterla,False
9139,estar en democracia,True
9140,ser en foto,False
9141,estar de calienta,True
9142,ir a venderles,False
9143,acabar de sepultarse,True
9144,ser del fin,True
9145,ser de raza,False
9146,estar al frente,False
9147,estar en secundaria,True
9148,haber que darles en bola,False
9149,quedar como pavo en navidad,True
9150,ratificar como jefe de estado,False
9151,ir a dar rata,False
9152,poner a alucinar señor,False
9153,ir a parar bola,False
9154,dejar de parar bola,True
9155,irme a pelar bola,False
9156,ir a brindar fuego,False
9157,ir a jalar bolas,True
9158,empezar a jalar bolas,False
9159,deber de tener algun,False
9160,ir a parar bolas,False
9161,mamao de pelar bolas,False
9162,ir a pedir cacao,False
9163,venir a pedir cacao,False
9164,llegar a calentar puesto,True
9165,ir a calentar puesto,False
9166,ir a dar candela,True
9167,ir a echarle candela,False
9168,ir a estar candela,True
9169,acabar de ver niños,False
9170,llegar a ver vandalos,False
9171,dejar de coger gente,False
9172,ir a comer pavo,True
9173,contigo a comer pavo,True
9174,dejate de decir pavadas,True
9175,ir a dar cosa,True
9176,dejar de sembrar cizaña,False
9177,ir a dar cancha,False
9178,enseñar a decir golpistas,False
9179,ir a agarrar transporte,False
9180,venir a dar vergüenza,False
9181,ser dioss necesitar fracasos,False
9182,ir a estar re,False
9183,poner a gritar plomo,False
9184,ir a prender fuego,False
9185,ir a dar comida,False
9186,ser a limpiar calles,False
9187,ir a hacer caso,False
9188,ir a hacer victima,False
9189,ir a pedir decencia,False
9190,ir a dormir cierro,False
9191,parar a dar pata,True
9192,ir a dar pata,True
9193,ir a dar porte,False
9194,ir a levantarse alejarse,False
9195,llegar a salir oras,False
9196,acabar de decir suegras,False
9197,ir a echar plomo,True
9198,ir a echarme plomo,False
9199,ir a ver alcalde,False
9200,ir a llevar plomo,True
9201,empezar a tener apoyo,False
9202,ser a calentar puesto,False
9203,pais por dar garantias,False
9204,empezar a sacar conclusiones,False
9205,volver a conseguir suerte,False
9206,esperar a ver presidente,False
9207,meter a fregar escaleras,False
9208,venir a revivir tal,False
9209,venir a revivir tenia,False
9210,acabar de tronar duroooo,False
9211,ir a decir tu,False
9212,sera de alquilar balcones,False
9213,comenzar para alquilar balcones,False
9214,estar para alquilar balcones,True
9215,empieze a correr sangre,False
9216,acostar a ver memes,False
9217,poner a jalar bolas,True
9218,vaya a comer hamburguesas,False
9219,ir a montar cachos,False
9220,aca a tirar parada,False
9221,ir a llevar cachos,False
9222,estan por venir empiezas,False
9223,ir a tener cancha,False
9224,contactar a dar candela,True
9225,confesar en dar candela,True
9226,esperar para echarle candela,False
9227,persistir en dar casquillo,True
9228,servir para pasar coleto,True
9229,terminar de pasar coleto,True
9230,dedicar a criar chivos,True
9231,discriminada por tener concha,False
9232,dar de ver chismes,False
9233,preparate para ver estados,True
9234,jajaja sin mamar gallo,False
9235,levante a tomar agua,False
9236,votar al chepas podeis,False
9237,ir a freír monos,True
9238,mandar a freir monos,True
9239,mando a freir monos,True
9240,mandar a freir mono,True
9241,dedicar a dar pata,True
9242,cansado de dar pata,True
9243,dedicar a quemar tiempo,False
9244,optar por tener relaciones,False
9245,pilar para ver peliculas,False
9246,ir a tener credibilidad,False
9247,decir de dar plomo,True
9248,dar de comer sr,True
9249,sentiran en decirle niño,False
9250,volvio a caer aja,False
9251,publicar para promocionarse habria,False
9252,metere a ver historias,False
9253,pagar con sangre sudor,False
9254,mandar a pararme bola,False
9255,paso por hala bolas,True
9256,pagar en dolares barriga,False
9257,andar de jala bolas,True
9258,ir de tu mano,True
9259,ir del pais jajajajajja,True
9260,cuidar de romperme algun,False
9261,encontro en algun lado,False
9262,vislumbrar a futuro gracias,False
9263,dejar al descubierto tal,True
9264,votar en masa x,False
9265,haz por gusto gracias,False
9266,enjuiciaren sin pruebas tal,True
9267,queja de verano tipo,False
9268,hacer de pedo bueno,False
9269,dedicar a otra cosa,True
9270,morir por cobardes 1942,False
9271,rectificar a pesar d,False
9272,conpare a tal cosa,True
9273,servido desde 2009 lastima,False
9274,conformar superejercito 5000 efectivos,False
9275,deberian de darles plomo,False
9276,esperar para darles plomo,False
9277,llegar de puras vainas,False
9278,meter a serbian film,False
9279,saquear con disque ordenes,False
9280,llamar de santo domingo,False
9281,borrar la sonrrisita burlona bien,False
9282,tener la puta razon siempre,False
9283,querer una pareja estable y en realidad,False
9284,levantado con el pie izquierdo y para colmo,True
9285,tu estas con la,False
9286,metiamos unos con los,True
9287,esperar yo en la,True
9288,querer esto en mi,True
9289,hacer cositas con ese,False
9290,tuiteado esto en la,True
9291,hacer nada con sus,True
9292,matar esos de la,False
9293,dar todo para la,True
9294,hacer lo de la,True
9295,animar unos a los,True
9296,gustaria servirle a sus,False
9297,contar algo a mi,False
9298,solapa todo a mi,False
9299,aceptar ninguna de mis,False
9300,suponer estas en la,True
9301,paso nada en la,True
9302,aportar nada a la,False
9303,duchar yo con una,False
9304,hacer arepitas luego,True
9305,visto parejitas volverse,False
9306,tomar mate ya,False
9307,aceptar sugerencias mañana,False
9308,dar levantarme temprano,False
9309,querer justicia ya,False
9310,tocado vivirlo no,False
9311,parir bola despues,False
9312,parar bola últimamente,True
9313,parar bola ahora,True
9314,pelar bola no,True
9315,halar bolas ya,False
9316,jalar bolas no,False
9317,jalar caña no,False
9318,hacer crecerse entonces,False
9319,tener bolas no,True
9320,parir bolas bien,False
9321,parir bolas ya,False
9322,parado bolas bien,False
9323,echar broma no,True
9324,comprar leales siempre,False
9325,poner cachos no,True
9326,puesto cachos nunca,False
9327,montar cachos no,False
9328,montar cachos ahora,False
9329,dar amigos ya,False
9330,tener novio entonces,False
9331,pegar cachos hoy,False
9332,pegar cachos no,False
9333,pegar ojo no,True
9334,correr error ahora,False
9335,tener problemas mas,False
9336,tener cancha no,True
9337,ganar sabino no,False
9338,dar candela hoy,True
9339,echar candela no,True
9340,dar casquillo no,True
9341,comer chivo hoy,True
9342,ladron ojo no,False
9343,tener concha inmediatamente,True
9344,tenia idea muy,True
9345,hacer cositas bien,True
9346,venir estaria muy,False
9347,cosita recargada ahi,False
9348,dar dinero no,True
9349,dar cosa encima,True
9350,dar cosa acercarme,True
9351,pasar re bien,False
9352,dar cosa moverlo,True
9353,daria cosa no,False
9354,dado verga no,False
9355,decir k no,False
9356,valer madres entonces,False
9357,cantar victoria ya,False
9358,bloquear dibujarlas ahora,False
9359,dura años no,False
9360,pagar deudas solo,False
9361,dar miedo verla,False
9362,encontrar posiciones muy,False
9363,meter racionamientos entonces,False
9364,evadir impuestos no,False
9365,hacer caso ya,True
9366,dar matarile no,True
9367,pretender impunidad tarde,False
9368,doler xq no,False
9369,ver moscas encima,True
9370,decir nada ahora,False
9371,ver imagen no,False
9372,dar pata no,True
9373,compartir ayuda aún,True
9374,pasar papelitos todavia,False
9375,leer ridiculeces tan,False
9376,mierda queres no,False
9377,echar plomo hasta,True
9378,dar plomar ahora,False
9379,caer correa no,False
9380,dar plomo ahora,True
9381,dar plomo no,True
9382,darle plomo ya,True
9383,darle plomo no,True
9384,darle plomo mas,True
9385,seguir borregos pronto,False
9386,tener memoria siempre,False
9387,di contar ahora,False
9388,tener memoria muy,False
9389,sobrar flow hoy,False
9390,publicar imagenes tan,False
9391,hacer recomendaciones no,True
9392,dar chance ya,False
9393,haciamos tertulias hoy,False
9394,seguir mamar,True
9395,haber hacer,True
9396,ir hacer,True
9397,seguir responder,False
9398,saber hacer,True
9399,andar arrastrandar,False
9400,andar arrastrar,False
9401,habia vetar,False
9402,ser rayada,True
9403,venir aplicar,True
9404,dejar pedalear,True
9405,estar ver,True
9406,ir dejar,True
9407,estar dar,True
9408,haber ir,True
9409,haber amar,False
9410,haber salvar,False
9411,estan dar,False
9412,ser incomodos,False
9413,poder obligar,False
9414,poder estudiar,True
9415,estar enferma,False
9416,haber dar,True
9417,haber acosar,False
9418,haber perdonar,False
9419,poder costar,False
9420,haber dejar,True
9421,seguir laburando,False
9422,estar despierto,False
9423,desear estar,True
9424,poder darme,True
9425,ser darme,True
9426,poder venir,False
9427,haber servir,False
9428,ser jamar,True
9429,haber adivinar,True
9430,poder dormir,False
9431,levantarme fumar,False
9432,estar viajar,True
9433,ir seguir,False
9434,estar gozar,True
9435,haber trabajar,True
9436,haber nacer,False
9437,seguir jalar,True
9438,estar jalar,True
9439,deber nacer,False
9440,ser agradecido,False
9441,ser mendigar,True
9442,ser arrecho,True
9443,ir publicar,False
9444,poder meterse,False
9445,seguir sembrar,False
9446,deber parar,False
9447,seguir trabajar,True
9448,haber conseguir,False
9449,estan parar,False
9450,estar parar,True
9451,haber montar,True
9452,haber tocar,False
9453,q arriesgar,False
9454,poder caer,True
9455,estan pintar,False
9456,poder tener,False
9457,poder caminar,True
9458,contigo aqui,False
9459,sobretodo poner,False
9460,haberme parar,False
9461,haber parar,True
9462,seguir vender,False
9463,ser mandar,False
9464,fuera ir,False
9465,haber practicar,False
9466,poder resolver,False
9467,estan organizar,False
9468,seguir procesar,False
9469,ser quechuas,False
9470,aca pelar,False
9471,estar queriando,False
9472,ser pelar,True
9473,estar pelar,True
9474,poder decir,False
9475,ser sertupida,False
9476,seguir hendir,False
9477,poder esperar,True
9478,haber preguntar,False
9479,hacer defender,False
9480,seguia crecer,False
9481,ser quejarse,True
9482,deber respetar,False
9483,haber ganar,False
9484,estar putear,True
9485,seguir sacar,True
9486,ser timida,True
9487,terminar dar,True
9488,ser señalar,True
9489,vergüenza leer,False
9490,deber morir,False
9491,estan recibir,False
9492,estan adular,False
9493,poder parar,False
9494,comer ir,False
9495,poder hacer,True
9496,seguir parar,True
9497,seguir gritar,False
9498,querer borrar,False
9499,haber pasar,True
9500,estar hacer,True
9501,hacer llamar,True
9502,poder ver,False
9503,seguir promover,False
9504,haber tener,False
9505,hemo hablar,False
9506,habia parar,False
9507,seguir escribir,False
9508,estar contigo,False
9509,poder dejar,True
9510,estar decepcionar,False
9511,haber existir,False
9512,seguir pelar,True
9513,ser hater,True
9514,ser dar,False
9515,haber conocer,False
9516,estan pelar,False
9517,seguiran vivir,False
9518,estar vender,False
9519,joder cerrar,False
9520,seguir sufrir,False
9521,poder comer,False
9522,haber rescatar,True
9523,hacer sentir,False
9524,haber votar,True
9525,poder pagar,False
9526,poder asegurar,True
9527,poder joder,False
9528,ser echar,False
9529,haber probar,True
9530,seguir multiplicar,False
9531,haber decir,False
9532,ver comer,False
9533,deber decretar,False
9534,estar comer,False
9535,hacer recordar,True
9536,haber vestir,False
9537,salir pelar,True
9538,hacer pedir,False
9539,tarzan tirar,True
9540,seguir defender,False
9541,poder cumplir,False
9542,poder dar,True
9543,poder usar,False
9544,haber hundir,False
9545,dejar trabajar,True
9546,pasar hablar,True
9547,andar quejar,False
9548,deberian poner,False
9549,ser amar,True
9550,ser poner,False
9551,terminar poner,False
9552,poder poner,False
9553,hacer hacer,True
9554,haber poner,False
9555,habia pasar,True
9556,esten montar,False
9557,seguir esperar,True
9558,ser tuyo,False
9559,pd creer,False
9560,vivir montar,True
9561,estan montar,False
9562,estar montar,True
9563,estan aguantar,False
9564,ser tener,False
9565,seguir montar,True
9566,estar celebrar,True
9567,ser perdonar,True
9568,dejar comer,False
9569,ser cabron,True
9570,ser soñar,True
9571,fuera creido,False
9572,haber enviar,False
9573,deber comprar,False
9574,estan caer,False
9575,estar caer,True
9576,haber construir,False
9577,seguir caer,True
9578,ser permitida,False
9579,haber twitteado,False
9580,haber vivir,False
9581,estan rebuscar,False
9582,haber terminar,True
9583,estabamos cenar,False
9584,haber caido,False
9585,hemo nacer,False
9586,soler estar,True
9587,estar estudiar,True
9588,estar hablar,True
9589,ir ir,True
9590,estupido comprar,False
9591,estan hablar,False
9592,haber tomar,True
9593,haber calentar,True
9594,haber entrar,True
9595,escuchado hablar,False
9596,haber prometer,False
9597,poder defender,False
9598,estan asegurar,False
9599,ir ganar,True
9600,seguir dar,True
9601,deberia salir,True
9602,haber despertar,False
9603,deber darse,False
9604,estan hacer,True
9605,poder pedir,False
9606,andar prestar,False
9607,seguir comer,False
9608,deber hablar,True
9609,seguiran estirar,False
9610,ser indignar,True
9611,hacer creer,True
9612,haber estar,True
9613,ir dar,True
9614,haber preferir,False
9615,ser ceder,False
9616,deber decidir,False
9617,estar esperar,True
9618,llorar escuchar,False
9619,poder perder,False
9620,ser serpecular,False
9621,acosar pitar,False
9622,ir echar,True
9623,empezo hablar,False
9624,haber viene,False
9625,haber volver,False
9626,estar arder,False
9627,hemo tener,False
9628,ser comprar,False
9629,andar sudandar,False
9630,haber sostener,False
9631,haber cantar,False
9632,ser respetar,True
9633,poder calzar,False
9634,ser limpiar,False
9635,ir agradecer,False
9636,haber salir,True
9637,poder hacerlo,True
9638,deber prohibir,False
9639,ser retrogrado,False
9640,estar destruir,False
9641,haber comer,False
9642,haber permitir,False
9643,seguir mirar,True
9644,ir bajar,True
9645,desaparecer andar,True
9646,llegar imponer,False
9647,estar regresar,True
9648,ir atenuar,True
9649,poder alegar,True
9650,poder negarte,False
9651,estan juzgar,False
9652,estan buscar,False
9653,estar pensar,True
9654,habia decir,False
9655,habia mejorar,False
9656,poder sentirlo,False
9657,poder saber,True
9658,andar prepoteando,False
9659,seguir hacer,True
9660,deber estar,True
9661,hacer decir,False
9662,ser encontrar,False
9663,poder explicar,True
9664,haber oido,False
9665,hacer notar,True
9666,haber escuchar,True
9667,ser penetrar,False
9668,poder tomar,True
9669,dejar elegir,False
9670,ser beber,False
9671,haberte vestir,False
9672,haber echar,True
9673,haber querer,False
9674,poder fangirlear,False
9675,haber enseñar,True
9676,habia pensar,False
9677,haber escribir,False
9678,haber llegar,True
9679,haber tuiteado,False
9680,soler dar,True
9681,hacer dar,True
9682,estar decir,False
9683,estar difamar,True
9684,ser presentar,False
9685,ir llenar,True
9686,estan joteando,False
9687,estar jugar,True
9688,seguirnos robar,False
9689,haber traido,False
9690,estan colgar,False
9691,trabajar tolerar,True
9692,querer dormir,False
9693,estar escuchar,True
9694,habia anunciar,False
9695,haber jugar,True
9696,intentar dar,True
9697,poder pasar,True
9698,poder seguir,False
9699,ser aceptar,False
9700,ir instalar,False
9701,poder pararse,True
9702,haber grabar,False
9703,poder afirmar,True
9704,poder ir,False
9705,estar asi,True
9706,poder ilusionar,False
9707,ser votar,True
9708,hacerla sentir,False
9709,encontre caminar,False
9710,haber regalar,True
9711,poder llevar,True
9712,ser pelotudos,False
9713,verte dar,True
9714,estar dormir,False
9715,intentar hacer,True
9716,querer abusar,False
9717,haber rotar,True
9718,andar pelar,True
9719,andes pelar,False
9720,poder contar,True
9721,estar volver,False
9722,poder estar,True
9723,estar vivir,False
9724,ser estar,True
9725,seguir tirar,True
9726,dejar engañar,False
9727,poder salir,True
9728,poder trabajar,True
9729,estan conocer,False
9730,debio apechugar,False
9731,hacer pisar,True
9732,poder valorar,True
9733,habia estar,True
9734,ser joder,False
9735,habia vestir,False
9736,ser reprimir,False
9737,estabamos devastar,False
9738,hemo levantar,False
9739,ser bajar,False
9740,haber destruir,False
9741,poder meter,False
9742,ser revocar,False
9743,decir creer,False
9744,ser reformar,False
9745,estar quemar,True
9746,ser admirar,True
9747,ser llorar,False
9748,poder creer,False
9749,hemo entender,False
9750,deberia tomar,False
9751,estar penar,True
9752,impedirle hacer,True
9753,haber agarrar,True
9754,estab reír,False
9755,dejar matar,False
9756,haber parir,False
9757,pensar colgar,False
9758,estar matar,False
9759,ser ir,False
9760,haya pasar,True
9761,hacer doler,False
9762,ir agarrar,True
9763,haber leido,False
9764,estar agarrar,True
9765,haber intentar,True
9766,estar coger,True
9767,habia coger,False
9768,haber coger,False
9769,haber comenzar,True
9770,haber importar,True
9771,estar evaluar,True
9772,poder jugar,True
9773,ser jugar,False
9774,hombre comparar,True
9775,intentar comparar,False
9776,estan vivir,False
9777,poder transitar,False
9778,seguir jugar,True
9779,estan informar,False
9780,haber borrar,False
9781,ser investigar,False
9782,haber entregar,True
9783,haber deber,False
9784,dejar entrar,True
9785,poder entrar,False
9786,poder armar,True
9787,ser ganar,False
9788,soler hacer,True
9789,estar echar,False
9790,seguir cortar,True
9791,seguis cortar,False
9792,poder reir,True
9793,estar maquillar,False
9794,haber cortar,True
9795,habia cortar,False
9796,poder arrestar,False
9797,estan planificar,False
9798,habia volver,False
9799,andar comentar,False
9800,dejar apagar,False
9801,andar apagar,False
